OID_,status,type,bicycle_cl,length,comfort_le,date_creat,time_creat,date_modif,time_modif,len_m,lenm,startx,starty,endx,endy,shape_id,OBJECTID,Join_Count,TARGET_FID,segment_id,full_name,built_stat,one_way,numeric_pr,name,street_typ,octant,plan_statu,ctp_class,ownership,date_creat_1,time_creat_1,date_modif_1,time_modif_1,date_mod_2,time_mod_2,lenkm,Shape_Length
3862,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:55.0,2022-10-17 0:00,43:14.0,57.263808002700003,57.263808002700003,-114.0522296,51.151220100000003,-114.053048,51.151223100000003,3862,3862,4,3861,106005,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:55.0,2022-10-17 0:00,43:14.0,2004-12-07 0:00,00:00.0,0.057263808,0.000818406
3863,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:55.0,2022-10-17 0:00,44:27.0,58.991383513199999,58.991383513199999,-114.0505892,51.151216800000000,-114.0514323,51.151218499999999,3863,3863,4,3862,183256,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:55.0,2022-10-17 0:00,44:27.0,2004-12-07 0:00,00:00.0,0.055786767,0.000843102
3864,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:55.0,2022-10-17 0:00,44:28.0,9.744727687899999,9.744727687899999,-114.0603011,51.150817000000004,-114.0603334,51.150731800000003,3864,3864,5,3863,116404,HARVEST OAK RI NE,Built,FT,0,HARVEST OAK,RI,NE,RP,Residential Street,Corporate,2022-10-17 0:00,41:55.0,2022-10-17 0:00,44:28.0,1999-07-21 0:00,00:00.0,0.088316352,9.11253E-05
3865,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:55.0,2022-10-17 0:00,44:28.0,12.917526546400000,12.917526546400000,-114.0587266,51.151774799999998,-114.0585564,51.151819699999997,3865,3865,4,3864,212423,HARVEST HILLS DR NE,Built,B,0,HARVEST HILLS,DR,NE,RP,Collector,Corporate,2022-10-17 0:00,41:55.0,2022-10-17 0:00,44:28.0,2004-12-07 0:00,00:00.0,0.199955539,0.000176047
3866,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:55.0,2022-10-17 0:00,44:28.0,230.990732186999992,230.990732186999992,-114.0603131,51.150166599999999,-114.059974,51.148117200000002,3866,3866,5,3865,212298,HARVEST OAK VW NE,Built,FT,0,HARVEST OAK,VW,NE,RP,Residential Street,Corporate,2022-10-17 0:00,41:55.0,2022-10-17 0:00,44:28.0,2004-06-11 0:00,00:00.0,0.086491792,0.002116518
3867,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:29.0,9.994381115059999,9.994381115059999,-114.0600034,51.148029299999997,-114.059974,51.148117200000002,3867,3867,5,3866,212297,HARVEST OAK VW NE,Built,FT,0,HARVEST OAK,VW,NE,RP,Residential Street,Corporate,2022-10-17 0:00,41:56.0,2022-10-17 0:00,44:29.0,2004-06-11 0:00,00:00.0,0.086491949,9.27151E-05
3868,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:08.0,42.997890414499999,42.997890414499999,-114.1135342,51.131488599999997,-114.1139238,51.131787400000000,3868,3868,7,3867,75497,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:08.0,2002-12-30 0:00,00:00.0,0.191429027,0.000490997
3869,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:08.0,265.603065099999981,265.603065099999981,-114.114559,51.132842300000000,-114.1135454,51.135036599999999,3869,3869,5,3868,33653,MACEWAN GLEN DR NW,Built,B,0,MACEWAN GLEN,DR,NW,RP,Collector,Corporate,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:08.0,2004-04-02 0:00,00:00.0,0.265603065,0.002638535
3870,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:08.0,142.931046799999990,142.931046799999990,-114.114532,51.135497399999998,-114.1160003,51.136362699999999,3870,3870,6,3869,52473,MACEWAN PARK RD NW,Built,B,0,MACEWAN PARK,RD,NW,RP,Residential Street,Corporate,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:08.0,2007-01-30 0:00,00:00.0,0.042472219,0.00172549
3871,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:09.0,42.419840808499998,42.419840808499998,-114.1140454,51.135270100000000,-114.114532,51.135497399999998,3871,3871,7,3870,52473,MACEWAN PARK RD NW,Built,B,0,MACEWAN PARK,RD,NW,RP,Residential Street,Corporate,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:09.0,2007-01-30 0:00,00:00.0,0.042472219,0.00053707
3872,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:09.0,127.335557070999997,127.335557070999997,-114.1139238,51.131787400000000,-114.114559,51.132842300000000,3872,3872,5,3871,33653,MACEWAN GLEN DR NW,Built,B,0,MACEWAN GLEN,DR,NW,RP,Collector,Corporate,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:09.0,2004-04-02 0:00,00:00.0,0.265603065,0.001262545
3873,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:09.0,43.584199953199999,43.584199953199999,-114.1135454,51.135036599999999,-114.1140454,51.135270100000000,3873,3873,6,3872,33653,MACEWAN GLEN DR NW,Built,B,0,MACEWAN GLEN,DR,NW,RP,Collector,Corporate,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:09.0,2004-04-02 0:00,00:00.0,0.265603065,0.000551835
3874,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:11.0,56.880443730099998,56.880443730099998,-114.1165454,51.137939500000002,-114.1166902,51.138442599999998,3874,3874,4,3873,57456,MACEWAN PARK CL NW,Built,B,0,MACEWAN PARK,CL,NW,RP,Residential Street,Corporate,2022-10-17 0:00,20:28.0,2022-10-17 0:00,21:11.0,2004-12-06 0:00,00:00.0,0.050140776,0.000523523
3875,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:16.0,48.451773844999998,48.451773844999998,-114.1186166,51.136934699999998,-114.1179321,51.136997100000002,3875,3875,4,3874,75865,MACEWAN PARK CL NW,Built,B,0,MACEWAN PARK,CL,NW,RP,Residential Street,Corporate,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:16.0,2004-04-02 0:00,00:00.0,0.067638567,0.000687584
3876,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:17.0,47.264598897500001,47.264598897500001,-114.1172483,51.137852400000000,-114.1179148,51.137784000000003,3876,3876,6,3875,75868,MACEWAN PARK CL NW,Built,B,0,MACEWAN PARK,CL,NW,RP,Residential Street,Corporate,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:17.0,2004-12-07 0:00,00:00.0,0.075935345,0.000670001
3877,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:18.0,50.140775981399997,50.140775981399997,-114.1165454,51.137939500000002,-114.1172483,51.137852400000000,3877,3877,6,3876,57456,MACEWAN PARK CL NW,Built,B,0,MACEWAN PARK,CL,NW,RP,Residential Street,Corporate,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:18.0,2004-12-06 0:00,00:00.0,0.050140776,0.000708276
3878,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:18.0,19.899093474200001,19.899093474200001,-114.1179321,51.136997100000002,-114.1177348,51.137110900000003,3878,3878,4,3877,75865,MACEWAN PARK CL NW,Built,B,0,MACEWAN PARK,CL,NW,RP,Residential Street,Corporate,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:18.0,2004-04-02 0:00,00:00.0,0.067638567,0.000239756
3879,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:18.0,75.935344599900006,75.935344599900006,-114.1177348,51.137110900000003,-114.1179148,51.137784000000003,3879,3879,5,3878,75865,MACEWAN PARK CL NW,Built,B,0,MACEWAN PARK,CL,NW,RP,Residential Street,Corporate,2022-10-17 0:00,23:51.0,2022-10-17 0:00,24:18.0,2004-04-02 0:00,00:00.0,0.067638567,0.000696753
3880,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:05.0,146.729847084999989,146.729847084999989,-114.1166902,51.138442599999998,-114.1160078,51.139608699999997,3880,3880,4,3879,45245,MACEWAN DR NW,Built,B,0,MACEWAN,DR,NW,RP,Collector,Corporate,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:05.0,2004-06-30 0:00,00:00.0,0.082108646,0.00149897
3881,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:07.0,94.299153387800004,94.299153387800004,-114.1160003,51.136362699999999,-114.1163274,51.137181800000000,3881,3881,4,3880,53088,MACEWAN DR NW,Built,B,0,MACEWAN,DR,NW,RP,Collector,Corporate,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:07.0,2007-06-28 0:00,00:00.0,0.142931047,0.000888706
3882,PLANNED,REGIONAL,On-Street Bikeway,,4 - Major Street,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:07.0,85.664555895800007,85.664555895800007,-114.1163274,51.137181800000000,-114.1165454,51.137939500000002,3882,3882,4,3881,57456,MACEWAN PARK CL NW,Built,B,0,MACEWAN PARK,CL,NW,RP,Residential Street,Corporate,2022-10-17 0:00,20:27.0,2022-10-17 0:00,21:07.0,2004-12-06 0:00,00:00.0,0.050140776,0.000788438
3883,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2022-10-17 0:00,08:46.0,420.377549312999975,420.377549312999975,-114.1135342,51.131488599999997,-114.1079665,51.131486000000002,3883,3883,7,3882,75500,MACEWAN GLEN DR NW,Built,B,0,MACEWAN GLEN,DR,NW,RP,Collector,Corporate,,,2022-10-17 0:00,08:46.0,2004-12-07 0:00,00:00.0,0.04299789,0.005754569
3884,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:27.0,36.979340222399998,36.979340222399998,-113.9757875,51.046978799999998,-113.9757877,51.046646400000000,3884,3884,5,3883,810581,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:27.0,2017-06-07 0:00,52:02.0,0.039248737,0.000332403
3885,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:28.0,47.823127569199997,47.823127569199997,-113.9758069,51.047408500000003,-113.9757875,51.046978799999998,3885,3885,4,3884,810581,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:28.0,2017-06-07 0:00,52:02.0,0.039248737,0.000430137
3886,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:29.0,124.320909456999999,124.320909456999999,-113.9757333,51.045152500000000,-113.9757337,51.044035000000001,3886,3886,7,3885,32274,8 AV SE,Built,B,0,8,AV,SE,RP,Collector,Corporate,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:29.0,2007-05-10 0:00,00:00.0,0.050235229,0.0011175
3887,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:30.0,40.662016643999998,40.662016643999998,-113.9757893,51.045949100000001,-113.975783,51.045583700000002,3887,3887,5,3886,32205,40 ST SE,Built,B,0,40,ST,SE,RP,Collector,Corporate,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:30.0,2007-05-10 0:00,00:00.0,0.040662017,0.000365661
3888,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:30.0,48.172231469300002,48.172231469300002,-113.975783,51.045583700000002,-113.9757333,51.045152500000000,3888,3888,6,3887,32205,40 ST SE,Built,B,0,40,ST,SE,RP,Collector,Corporate,2017-10-25 0:00,44:46.0,2022-10-17 0:00,29:30.0,2007-05-10 0:00,00:00.0,0.040662017,0.000435733
3889,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2017-10-25 0:00,44:46.0,2022-10-17 0:00,28:39.0,172.413874963000012,172.413874963000012,-113.9757337,51.044035000000001,-113.9757346,51.042485200000002,3889,3889,7,3888,32199,12 AV SE,Built,B,0,12,AV,SE,RP,Residential Street,Corporate,2017-10-25 0:00,44:46.0,2022-10-17 0:00,28:39.0,2004-12-06 0:00,00:00.0,0.050215632,0.0015498
3890,EXISTING,5A,Neighbourhood Greenway,,2 - Community Street,2017-10-25 0:00,44:47.0,2022-10-17 0:00,29:31.0,77.574311910000006,77.574311910000006,-113.9757877,51.046646400000000,-113.9757893,51.045949100000001,3890,3890,5,3889,32205,40 ST SE,Built,B,0,40,ST,SE,RP,Collector,Corporate,2017-10-25 0:00,44:47.0,2022-10-17 0:00,29:31.0,2007-05-10 0:00,00:00.0,0.040662017,0.000697306
3891,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:05.0,73.823677119999999,73.823677119999999,-114.1579699,51.080771499999997,-114.1580292,51.081428099999997,3891,3891,6,3890,38006,MONTALBAN AV NW,Built,B,0,MONTALBAN,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:05.0,2006-07-27 0:00,00:00.0,0.05160523,0.00067321
3892,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:30.0,30.727183751599998,30.727183751599998,-114.1593617,51.080428400000002,-114.15977,51.080327699999998,3892,3892,6,3891,92276,48 ST NW,Built,B,0,48,ST,NW,RP,Collector,Corporate,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:30.0,2016-08-31 0:00,32:06.0,0.050690959,0.000420535
3893,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:31.0,66.930692560300002,66.930692560300002,-114.1527751,51.076028399999998,-114.1535126,51.076410600000003,3893,3893,5,3892,6880,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:31.0,2003-05-12 0:00,00:00.0,0.131219085,0.000830675
3894,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:31.0,182.754284562999999,182.754284562999999,-114.1542184,51.077656699999999,-114.1565572,51.078351699999999,3894,3894,4,3893,53320,MONTALBAN CR NW,Built,B,0,MONTALBAN,CR,NW,RP,Residential Street,Corporate,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:31.0,2007-10-04 0:00,00:00.0,0.160674101,0.002449745
3895,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:32.0,278.828474077999999,278.828474077999999,-114.1568939,51.078468999999998,-114.1593617,51.080428400000002,3895,3895,5,3894,38007,MONTALBAN DR NW,Built,B,0,MONTALBAN,DR,NW,RP,Residential Street,Corporate,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:32.0,2004-12-06 0:00,00:00.0,0.278828474,0.003157043
3896,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:32.0,53.131204240700001,53.131204240700001,-114.1586557,51.080602499999998,-114.1593617,51.080428400000002,3896,3896,6,3895,38006,MONTALBAN AV NW,Built,B,0,MONTALBAN,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:32.0,2006-07-27 0:00,00:00.0,0.05160523,0.000727158
3897,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:32.0,26.963976335800002,26.963976335800002,-114.1565572,51.078351699999999,-114.1568939,51.078468999999998,3897,3897,4,3896,38007,MONTALBAN DR NW,Built,B,0,MONTALBAN,DR,NW,RP,Residential Street,Corporate,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:32.0,2004-12-06 0:00,00:00.0,0.278828474,0.000356549
3898,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:33.0,51.605229943499999,51.605229943499999,-114.1579699,51.080771499999997,-114.1586557,51.080602499999998,3898,3898,6,3897,38006,MONTALBAN AV NW,Built,B,0,MONTALBAN,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:33.0,2006-07-27 0:00,00:00.0,0.05160523,0.000706318
3899,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:33.0,160.674100763000013,160.674100763000013,-114.1535126,51.076410600000003,-114.1542184,51.077656699999999,3899,3899,5,3898,6880,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,2022-10-20 0:00,21:51.0,2022-10-20 0:00,22:33.0,2003-05-12 0:00,00:00.0,0.131219085,0.001654551
3900,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:30.0,2022-10-20 0:00,29:38.0,172.628085351000010,172.628085351000010,-114.1567468,51.076695000000001,-114.1583325,51.077882400000000,3900,3900,5,3899,38021,23 AV NW,Built,B,0,23,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:30.0,2022-10-20 0:00,29:38.0,2004-12-06 0:00,00:00.0,0.172628085,0.001981042
3901,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:30.0,2022-10-20 0:00,29:39.0,173.977845024000004,173.977845024000004,-114.1551487,51.075498300000000,-114.1567468,51.076695000000001,3901,3901,5,3900,38021,23 AV NW,Built,B,0,23,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:30.0,2022-10-20 0:00,29:39.0,2004-12-06 0:00,00:00.0,0.172628085,0.001996506
3902,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:30.0,2022-10-20 0:00,29:40.0,175.127449686000006,175.127449686000006,-114.1545949,51.073734899999998,-114.1562037,51.074939399999998,3902,3902,7,3901,38025,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:30.0,2022-10-20 0:00,29:40.0,2004-12-06 0:00,00:00.0,0.173974752,0.002009747
3903,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:40.0,13.576701039400000,13.576701039400000,-114.1643081,51.081007800000002,-114.1644328,51.081101199999999,3903,3903,5,3902,46029,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:40.0,2006-09-12 0:00,00:00.0,0.094860208,0.0001558
3904,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:40.0,54.297845199800001,54.297845199800001,-114.1530112,51.072548900000001,-114.1535099,51.072922400000003,3904,3904,5,3903,53318,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:40.0,2007-10-04 0:00,00:00.0,0.118126436,0.000623061
3905,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:41.0,142.916684234999991,142.916684234999991,-114.1578019,51.076135999999998,-114.1591202,51.077116099999998,3905,3905,7,3904,38025,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:41.0,2004-12-06 0:00,00:00.0,0.173974752,0.001642738
3906,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:41.0,30.440033949699998,30.440033949699998,-114.1593865,51.077323800000002,-114.1591202,51.077116099999998,3906,3906,7,3905,53327,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:41.0,2007-10-09 0:00,00:00.0,0.066966347,0.000346372
3907,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:41.0,71.116294693100002,71.116294693100002,-114.1619031,51.079207500000003,-114.1625565,51.079696599999998,3907,3907,5,3906,37996,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:41.0,2006-09-12 0:00,00:00.0,0.095784569,0.000816197
3908,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:42.0,85.719565582000001,85.719565582000001,-114.1535602,51.074283200000004,-114.1527751,51.073692399999999,3908,3908,5,3907,38035,23 AV NW,Built,B,0,23,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:42.0,2004-12-06 0:00,00:00.0,0.175163129,0.000982574
3909,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:44.0,25.490628705799999,25.490628705799999,-114.152777,51.072373599999999,-114.1530112,51.072548900000001,3909,3909,5,3908,53319,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:31.0,2022-10-20 0:00,29:44.0,2007-10-04 0:00,00:00.0,0.054297845,0.000292541
3910,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:44.0,30.356087109800001,30.356087109800001,-114.1591202,51.077116099999998,-114.1593865,51.077323800000002,3910,3910,7,3909,53327,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:44.0,2007-10-09 0:00,00:00.0,0.066966347,0.000344899
3911,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:45.0,95.784568992299995,95.784568992299995,-114.1625565,51.079696599999998,-114.1634365,51.080355400000002,3911,3911,6,3910,37996,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:45.0,2006-09-12 0:00,00:00.0,0.095784569,0.00109929
3912,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:45.0,118.126436245999997,118.126436245999997,-114.1535099,51.072922400000003,-114.1545949,51.073734899999998,3912,3912,6,3911,38037,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:45.0,2004-12-06 0:00,00:00.0,0.17512745,0.001355532
3913,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:52.0,101.468498698999994,101.468498698999994,-114.1609709,51.078509599999997,-114.1619031,51.079207500000003,3913,3913,5,3912,37997,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:52.0,2006-09-12 0:00,00:00.0,0.071116295,0.001164503
3914,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:51.0,175.163129147000006,175.163129147000006,-114.1535602,51.074283200000004,-114.1551487,51.075498300000000,3914,3914,5,3913,38024,23 AV NW,Built,B,0,23,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:51.0,2004-12-06 0:00,00:00.0,0.173977845,0.002000411
3915,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:51.0,173.974752265000006,173.974752265000006,-114.1562037,51.074939399999998,-114.1578019,51.076135999999998,3915,3915,7,3914,38025,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:51.0,2004-12-06 0:00,00:00.0,0.173974752,0.001996527
3916,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:51.0,105.462937061999995,105.462937061999995,-114.1600017,51.077784399999999,-114.1609709,51.078509599999997,3916,3916,5,3915,37998,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:51.0,2004-12-06 0:00,00:00.0,0.101468499,0.001210489
3917,PLANNED,REGIONAL,On-Street Bikeway,,2 - Community Street,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:50.0,66.966347030899996,66.966347030899996,-114.1593865,51.077323800000002,-114.1600017,51.077784399999999,3917,3917,7,3916,53326,22 AV NW,Built,B,0,22,AV,NW,RP,Residential Street,Corporate,2022-10-20 0:00,28:32.0,2022-10-20 0:00,29:50.0,2007-10-04 0:00,00:00.0,0.105462937,0.00076852
