year_diff,n,n_perc
-7,2,0.796812749003984
-5,3,1.1952191235059761
-3,1,0.398406374501992
-1,32,12.749003984063744
0,209,83.26693227091634
1,3,1.1952191235059761
2,1,0.398406374501992
